b335_2017_band6_0 1
b335_2018_band7_0 1
hh212_2015_band7_0 1
hh212_2015_band7_1 1
hh212_2015_band7_line_0 1
hh212_2016_band7_0 1
hh212_2016_band7_1 1
serpenssouthc7_2019_band6_0 1
serpenssouthc7_2019_band7_0 1
member.uid___A001_X122_X125.ari_l.LupusIV_150_sci.spw0_1_2_3_4_335094MHz.12m.cont.I.pbcor 0
member.uid___A001_X1273_X1e3._16__sci.spw19_21_23_25.cont.I.pbcor 0
member.uid___A001_X1273_X1e3._52__sci.spw19_21_23_25.cont.I.pbcor 0
member.uid___A001_X1273_X1e3._70__sci.spw19_21_23_25.cont.I.pbcor 0
member.uid___A001_X1273_X1e3._82__sci.spw19_21_23_25.cont.I.pbcor 0
member.uid___A001_X1273_X716.GAMA228432_sci.spw19_21_23_25.cont.I.tt0.pbcor 0
member.uid___A001_X1273_X732.GAMA618935_sci.spw19_21_23_25.cont.I.tt0.pbcor 0
member.uid___A001_X1284_X1361.ESO_557-G002_sci.spw25_27_29_31.cont.I.pbcor 0
member.uid___A001_X1284_X617.I14498_sci.spw25_27_29_31.cont.I.pbcor 0
member.uid___A001_X1288_X1001.BHR_71_sci.spw16_18_20_22.cont.I.pbcor 0
member.uid___A001_X1288_Xfc2.HH_46_sci.spw16_18_20_22.cont.I.pbcor 0
member.uid___A001_X128e_X21e.NGC6334I_sci.spw25_27_29_31.cont.I.tt0.pbcor 0
member.uid___A001_X12a3_X767.TWCha_sci.spw23_25_27_29.cont.I.tt0.pbcor 0
member.uid___A001_X12ce_X36.HOPS-355_sci.spw16_18_20_22_24_26_28.cont.I.pbcor 0
member.uid___A001_X133d_X1692._SDSS_J143029.88p133912.0__sci.spw19_21_23_25.cont.I.pbcor 0
member.uid___A001_X133d_X1a04._G14.63__sci.spw25_27_29_31.cont.I.tt1.pbcor 0
member.uid___A001_X133d_X1a10._G22.04__sci.spw25_27_29_31.cont.I.tt0.pbcor 0
member.uid___A001_X133d_X1b4a.UCHII_G10.30-0.15_sci.spw23_25_27_29_31_33_35_37_39_41_43_45_47_49_51_53.cont.I.manual.pbcor 0
member.uid___A001_X133d_X1b4e._UCHII_G10.30-0.15__sci.spw15_17_19_21_23_25_27_29_31_33_35_37_39_41_43_45.cont.I.tt0.pbcor 0
member.uid___A001_X133d_X1f48.2MASSJ04141760p2806096_sci.spw25_27_29_31.cont.I.tt1.pbcor 0
member.uid___A001_X133d_X284a.Mystic_Mountain_sci.spw16_18_20_22_24_26.cont.I.pbcor 0
member.uid___A001_X133d_X32d7.FRII_J1030_sci.spw25_27_29_31.cont.I.tt0.pbcor 0
member.uid___A001_X133d_X3567.G335a_sci.spw25_27_29_31.cont.I.tt0.pbcor 0
member.uid___A001_X133d_X3a8d.HOPS-108_sci.spw16_18_20_22.cont.I.pbcor 0
member.uid___A001_X133d_X3a8d.HOPS-361_sci.spw16_18_20_22.cont.I.pbcor 0
member.uid___A001_X133d_X3aa1.HOPS-185_sci.spw16_18_20_22.cont.I.pbcor 0
member.uid___A001_X133d_X3aa1.HOPS-337_sci.spw16_18_20_22.cont.I.pbcor 0
member.uid___A001_X133d_X3aa1.HOPS-397_sci.spw16_18_20_22.cont.I.pbcor 0
member.uid___A001_X133d_X3aac.HOPS-406_sci.spw16_18_20_22.cont.I.pbcor 0
member.uid___A001_X133d_X3ad4.HOPS-342_sci.spw16_18_20_22.cont.I.pbcor 0
member.uid___A001_X133d_X3ade.HOPS-163_sci.spw16_18_20_22.cont.I.pbcor 0
member.uid___A001_X133d_X3ed0.s5_0.HOPS_403_sci.spw16_18_20_22_24_26_28.cont.I.iter1.image.pbcor 0
member.uid___A001_X133d_X4ad._G034.43p0.24MM1_H2O__sci.spw25_27_29_31.cont.I.pbcor 0
member.uid___A001_X133d_X6dc._aJ0329p2756-195-0.20__sci.spw25_27_29_31_33_35_37.cont.I.pbcor 0
member.uid___A001_X133f_X2fa.Ref_090_SMC_SWBar_sci.spw16_18_20_22.cont.I.pbcor 0
member.uid___A001_X133f_X30e.Tile_095_SMC_SWBar_sci.spw16_18_20_22.cont.I.pbcor 0
member.uid___A001_X134b_Xc6.P6_sci.spw16_18_20_22_24_26.cont.I.tt1.pbcor 0
member.uid___A001_X13b4_X16.G329b_sci.spw25_27_29_31.cont.I.tt1.pbcor 0
member.uid___A001_X142c_X15f.Position_6_sci.spw16_18_20_22.cont.I.tt0.pbcor 0
member.uid___A001_X1465_X13c.Oph_34_sci.spw25_27_29_31_33_35_37.cont.I.pbcor 0
